,path,label
5034,train\neutral\Training_93002427.jpg,4
3317,train\happy\Training_87546879.jpg,3
1981,train\fear\Training_89155187.jpg,2
3817,train\happy\Training_94183204.jpg,3
3243,train\happy\Training_86551344.jpg,3
1797,train\fear\Training_84697810.jpg,2
5814,train\sad\Training_81116022.jpg,5
7571,train\surprise\Training_90128876.jpg,6
207,train\angry\Training_85423444.jpg,0
2561,train\happy\Training_77219425.jpg,3
7078,train\surprise\Training_74526545.jpg,6
5149,train\neutral\Training_95025437.jpg,4
4456,train\neutral\Training_81592372.jpg,4
1508,train\fear\Training_77618163.jpg,2
1978,train\fear\Training_89096197.jpg,2
2450,train\happy\Training_75634352.jpg,3
390,train\angry\Training_90246614.jpg,0
2023,train\fear\Training_90213112.jpg,2
3257,train\happy\Training_86706313.jpg,3
6155,train\sad\Training_88215080.jpg,5
1318,train\disgust\Training_92587210.jpg,1
3775,train\happy\Training_93662242.jpg,3
6255,train\sad\Training_90627760.jpg,5
319,train\angry\Training_88617497.jpg,0
5977,train\sad\Training_84649124.jpg,5
229,train\angry\Training_86079862.jpg,0
4631,train\neutral\Training_85085941.jpg,4
7282,train\surprise\Training_80117404.jpg,6
7089,train\surprise\Training_74705881.jpg,6
1988,train\fear\Training_89267810.jpg,2
1915,train\fear\Training_87591546.jpg,2
5231,train\neutral\Training_96983999.jpg,4
2108,train\fear\Training_92349096.jpg,2
573,train\angry\Training_94812636.jpg,0
5599,train\sad\Training_76733432.jpg,5
7104,train\surprise\Training_75144957.jpg,6
6584,train\sad\Training_97724072.jpg,5
4484,train\neutral\Training_82139147.jpg,4
4000,train\happy\Training_96760260.jpg,3
1916,train\fear\Training_87635406.jpg,2
7106,train\surprise\Training_75195753.jpg,6
6374,train\sad\Training_93283768.jpg,5
4397,train\neutral\Training_80271780.jpg,4
5294,train\neutral\Training_98144439.jpg,4
4077,train\happy\Training_97929683.jpg,3
763,train\angry\Training_98982633.jpg,0
5575,train\sad\Training_76054912.jpg,5
1850,train\fear\Training_85848759.jpg,2
7809,train\surprise\Training_98137653.jpg,6
4376,train\neutral\Training_79777355.jpg,4
2972,train\happy\Training_82916198.jpg,3
4336,train\neutral\Training_78971860.jpg,4
4545,train\neutral\Training_83363525.jpg,4
2070,train\fear\Training_91377853.jpg,2
1046,train\disgust\Training_37283266.jpg,1
1616,train\fear\Training_80255246.jpg,2
597,train\angry\Training_95209047.jpg,0
7585,train\surprise\Training_90678511.jpg,6
3697,train\happy\Training_92636653.jpg,3
6588,train\sad\Training_97786671.jpg,5
3800,train\happy\Training_93986322.jpg,3
3899,train\happy\Training_95517898.jpg,3
1516,train\fear\Training_77734669.jpg,2
6756,train\surprise\Training_65350505.jpg,6
2076,train\fear\Training_91514574.jpg,2
4805,train\neutral\Training_88364170.jpg,4
6314,train\sad\Training_91830372.jpg,5
4627,train\neutral\Training_84964401.jpg,4
4728,train\neutral\Training_86791890.jpg,4
3010,train\happy\Training_83414692.jpg,3
2171,train\fear\Training_93535574.jpg,2
7631,train\surprise\Training_91825546.jpg,6
612,train\angry\Training_95564859.jpg,0
2452,train\happy\Training_75656118.jpg,3
6775,train\surprise\Training_65907119.jpg,6
5181,train\neutral\Training_95846338.jpg,4
6583,train\sad\Training_97720927.jpg,5
714,train\angry\Training_97799153.jpg,0
2640,train\happy\Training_78130037.jpg,3
6324,train\sad\Training_92067416.jpg,5
308,train\angry\Training_88276755.jpg,0
4662,train\neutral\Training_85544687.jpg,4
1535,train\fear\Training_78092602.jpg,2
77,train\angry\Training_82096123.jpg,0
1191,train\disgust\Training_67023235.jpg,1
1122,train\disgust\Training_54701112.jpg,1
5967,train\sad\Training_84431642.jpg,5
4955,train\neutral\Training_91619580.jpg,4
1994,train\fear\Training_89433093.jpg,2
3802,train\happy\Training_94007114.jpg,3
6878,train\surprise\Training_68414946.jpg,6
2892,train\happy\Training_81690135.jpg,3
4222,train\neutral\Training_76938034.jpg,4
5919,train\sad\Training_83267233.jpg,5
5444,train\sad\Training_73517508.jpg,5
4996,train\neutral\Training_92234454.jpg,4
1541,train\fear\Training_78266348.jpg,2
4330,train\neutral\Training_78915317.jpg,4
6405,train\sad\Training_94007348.jpg,5
1083,train\disgust\Training_46272812.jpg,1
6144,train\sad\Training_88019687.jpg,5
2260,train\fear\Training_95532376.jpg,2
821,train\disgust\PrivateTest_34426922.jpg,1
1946,train\fear\Training_88196605.jpg,2
3073,train\happy\Training_84362904.jpg,3
218,train\angry\Training_85784799.jpg,0
5103,train\neutral\Training_94277958.jpg,4
4887,train\neutral\Training_90199958.jpg,4
1052,train\disgust\Training_38088257.jpg,1
4621,train\neutral\Training_84920478.jpg,4
4641,train\neutral\Training_85262054.jpg,4
5051,train\neutral\Training_93345487.jpg,4
7291,train\surprise\Training_80448942.jpg,6
1221,train\disgust\Training_73989844.jpg,1
391,train\angry\Training_90271872.jpg,0
4400,train\neutral\Training_80346179.jpg,4
4792,train\neutral\Training_88111968.jpg,4
4853,train\neutral\Training_89424027.jpg,4
5063,train\neutral\Training_93615095.jpg,4
6195,train\sad\Training_89165778.jpg,5
3288,train\happy\Training_87118259.jpg,3
1047,train\disgust\Training_37397798.jpg,1
2981,train\happy\Training_83065372.jpg,3
3515,train\happy\Training_90246347.jpg,3
574,train\angry\Training_94821868.jpg,0
7745,train\surprise\Training_95966009.jpg,6
7714,train\surprise\Training_94872292.jpg,6
7522,train\surprise\Training_88548757.jpg,6
5965,train\sad\Training_84372983.jpg,5
4168,train\happy\Training_99243830.jpg,3
1710,train\fear\Training_82666560.jpg,2
4011,train\happy\Training_96929649.jpg,3
5792,train\sad\Training_80774004.jpg,5
87,train\angry\Training_82303505.jpg,0
4004,train\happy\Training_96822829.jpg,3
2876,train\happy\Training_81408365.jpg,3
570,train\angry\Training_94763859.jpg,0
1115,train\disgust\Training_53679453.jpg,1
4421,train\neutral\Training_80904332.jpg,4
4419,train\neutral\Training_80875936.jpg,4
7645,train\surprise\Training_92312755.jpg,6
5686,train\sad\Training_78500318.jpg,5
4831,train\neutral\Training_88877637.jpg,4
7511,train\surprise\Training_88269327.jpg,6
6981,train\surprise\Training_71111662.jpg,6
3814,train\happy\Training_94152966.jpg,3
7371,train\surprise\Training_83564541.jpg,6
5659,train\sad\Training_78106696.jpg,5
1271,train\disgust\Training_82237730.jpg,1
3344,train\happy\Training_87863182.jpg,3
1700,train\fear\Training_82370109.jpg,2
1187,train\disgust\Training_65759222.jpg,1
3954,train\happy\Training_96270536.jpg,3
7393,train\surprise\Training_84426264.jpg,6
5065,train\neutral\Training_93661656.jpg,4
4163,train\happy\Training_99173728.jpg,3
4893,train\neutral\Training_90505726.jpg,4
7388,train\surprise\Training_84338107.jpg,6
5299,train\neutral\Training_98327449.jpg,4
4107,train\happy\Training_98381504.jpg,3
2737,train\happy\Training_79496215.jpg,3
1133,train\disgust\Training_56563857.jpg,1
3452,train\happy\Training_89183894.jpg,3
7311,train\surprise\Training_80992094.jpg,6
2024,train\fear\Training_90314753.jpg,2
1591,train\fear\Training_79533355.jpg,2
6115,train\sad\Training_87478365.jpg,5
1255,train\disgust\Training_79721044.jpg,1
5556,train\sad\Training_75635467.jpg,5
1285,train\disgust\Training_84918555.jpg,1
3423,train\happy\Training_88755685.jpg,3
4897,train\neutral\Training_90516464.jpg,4
3419,train\happy\Training_88695180.jpg,3
7403,train\surprise\Training_84885339.jpg,6
6060,train\sad\Training_86205996.jpg,5
1280,train\disgust\Training_84402141.jpg,1
268,train\angry\Training_87353829.jpg,0
3695,train\happy\Training_92538201.jpg,3
5888,train\sad\Training_82587019.jpg,5
2291,train\fear\Training_96312558.jpg,2
6606,train\sad\Training_98058806.jpg,5
707,train\angry\Training_97679052.jpg,0
1564,train\fear\Training_78846688.jpg,2
7575,train\surprise\Training_90190497.jpg,6
608,train\angry\Training_95517251.jpg,0
3903,train\happy\Training_95566865.jpg,3
35,train\angry\Training_81331169.jpg,0
5148,train\neutral\Training_95010960.jpg,4
4320,train\neutral\Training_78795458.jpg,4
4084,train\happy\Training_98009269.jpg,3
5158,train\neutral\Training_95221375.jpg,4
427,train\angry\Training_91218539.jpg,0
3857,train\happy\Training_94853036.jpg,3
699,train\angry\Training_97491352.jpg,0
1208,train\disgust\Training_70829110.jpg,1
5188,train\neutral\Training_95953927.jpg,4
3177,train\happy\Training_85832722.jpg,3
3485,train\happy\Training_89641436.jpg,3
354,train\angry\Training_89447244.jpg,0
1877,train\fear\Training_86435046.jpg,2
7133,train\surprise\Training_75996643.jpg,6
7102,train\surprise\Training_75067608.jpg,6
7640,train\surprise\Training_92178284.jpg,6
2621,train\happy\Training_77868378.jpg,3
7831,train\surprise\Training_98511054.jpg,6
2534,train\happy\Training_76846103.jpg,3
2090,train\fear\Training_91892302.jpg,2
6545,train\sad\Training_96866302.jpg,5
670,train\angry\Training_96682779.jpg,0
4123,train\happy\Training_98691765.jpg,3
5580,train\sad\Training_76172020.jpg,5
6826,train\surprise\Training_67411508.jpg,6
805,train\angry\Training_99847717.jpg,0
7119,train\surprise\Training_75596173.jpg,6
7863,train\surprise\Training_99399304.jpg,6
5914,train\sad\Training_83065822.jpg,5
221,train\angry\Training_85847931.jpg,0
3968,train\happy\Training_96389534.jpg,3
5815,train\sad\Training_81128509.jpg,5
333,train\angry\Training_88958792.jpg,0
7779,train\surprise\Training_97109955.jpg,6
6591,train\sad\Training_97840014.jpg,5
316,train\angry\Training_88471744.jpg,0
600,train\angry\Training_95342990.jpg,0
782,train\angry\Training_99518394.jpg,0
4644,train\neutral\Training_85354367.jpg,4
384,train\angry\Training_90141844.jpg,0
5992,train\sad\Training_84961559.jpg,5
1393,train\fear\Training_74786599.jpg,2
105,train\angry\Training_82840591.jpg,0
6891,train\surprise\Training_68745503.jpg,6
6238,train\sad\Training_90145063.jpg,5
3156,train\happy\Training_85587847.jpg,3
6346,train\sad\Training_92776494.jpg,5
2585,train\happy\Training_77402702.jpg,3
758,train\angry\Training_98893110.jpg,0
5885,train\sad\Training_82528655.jpg,5
3712,train\happy\Training_92813630.jpg,3
5070,train\neutral\Training_93764593.jpg,4
4381,train\neutral\Training_79937363.jpg,4
3540,train\happy\Training_90509145.jpg,3
5692,train\sad\Training_78658686.jpg,5
2211,train\fear\Training_94457323.jpg,2
417,train\angry\Training_90899742.jpg,0
4338,train\neutral\Training_79020100.jpg,4
5705,train\sad\Training_78842185.jpg,5
4087,train\happy\Training_98092826.jpg,3
5407,train\sad\Training_72840504.jpg,5
593,train\angry\Training_95126714.jpg,0
5840,train\sad\Training_81496946.jpg,5
791,train\angry\Training_99588209.jpg,0
7191,train\surprise\Training_77610648.jpg,6
2851,train\happy\Training_80931393.jpg,3
3021,train\happy\Training_83549498.jpg,3
4871,train\neutral\Training_89849984.jpg,4
2521,train\happy\Training_76734913.jpg,3
7134,train\surprise\Training_76002483.jpg,6
3216,train\happy\Training_86253844.jpg,3
5062,train\neutral\Training_93614183.jpg,4
7609,train\surprise\Training_91189761.jpg,6
6252,train\sad\Training_90529820.jpg,5
250,train\angry\Training_86652507.jpg,0
4254,train\neutral\Training_77555432.jpg,4
1926,train\fear\Training_87884962.jpg,2
5507,train\sad\Training_74779597.jpg,5
7196,train\surprise\Training_77691072.jpg,6
7035,train\surprise\Training_73074542.jpg,6
5272,train\neutral\Training_97715659.jpg,4
4374,train\neutral\Training_79734465.jpg,4
4938,train\neutral\Training_91321142.jpg,4
5239,train\neutral\Training_97081766.jpg,4
6089,train\sad\Training_86874616.jpg,5
5142,train\neutral\Training_94904487.jpg,4
2608,train\happy\Training_77716462.jpg,3
872,train\disgust\PublicTest_15595284.jpg,1
4550,train\neutral\Training_83591429.jpg,4
738,train\angry\Training_98388524.jpg,0
5887,train\sad\Training_82575931.jpg,5
810,train\angry\Training_99957517.jpg,0
947,train\disgust\Training_14064382.jpg,1
4731,train\neutral\Training_86867379.jpg,4
5844,train\sad\Training_81541143.jpg,5
4922,train\neutral\Training_90961116.jpg,4
1567,train\fear\Training_78865298.jpg,2
3657,train\happy\Training_92132008.jpg,3
5738,train\sad\Training_79467007.jpg,5
113,train\angry\Training_83260074.jpg,0
4532,train\neutral\Training_83195153.jpg,4
477,train\angry\Training_92530689.jpg,0
4136,train\happy\Training_98855442.jpg,3
2147,train\fear\Training_93080889.jpg,2
6332,train\sad\Training_92343043.jpg,5
2163,train\fear\Training_93349355.jpg,2
990,train\disgust\Training_25421729.jpg,1
1484,train\fear\Training_76979260.jpg,2
944,train\disgust\Training_13902995.jpg,1
1439,train\fear\Training_76183888.jpg,2
7113,train\surprise\Training_75443633.jpg,6
3248,train\happy\Training_86597001.jpg,3
1316,train\disgust\Training_92118201.jpg,1
81,train\angry\Training_82194789.jpg,0
7349,train\surprise\Training_82567563.jpg,6
5004,train\neutral\Training_92374023.jpg,4
343,train\angry\Training_89255724.jpg,0
1321,train\disgust\Training_92886088.jpg,1
7638,train\surprise\Training_92129253.jpg,6
7584,train\surprise\Training_90625118.jpg,6
6025,train\sad\Training_85452884.jpg,5
4266,train\neutral\Training_77904914.jpg,4
50,train\angry\Training_81522993.jpg,0
4231,train\neutral\Training_77054988.jpg,4
1959,train\fear\Training_88630615.jpg,2
2128,train\fear\Training_92700611.jpg,2
4991,train\neutral\Training_92155269.jpg,4
3554,train\happy\Training_90777588.jpg,3
5732,train\sad\Training_79382417.jpg,5
4909,train\neutral\Training_90719934.jpg,4
5999,train\sad\Training_85021788.jpg,5
463,train\angry\Training_92251238.jpg,0
2487,train\happy\Training_76256600.jpg,3
7011,train\surprise\Training_72067308.jpg,6
5356,train\neutral\Training_99334821.jpg,4
5683,train\sad\Training_78374290.jpg,5
5721,train\sad\Training_79173226.jpg,5
102,train\angry\Training_82778952.jpg,0
4692,train\neutral\Training_86206272.jpg,4
3488,train\happy\Training_89752835.jpg,3
4151,train\happy\Training_99068874.jpg,3
3832,train\happy\Training_94455452.jpg,3
7004,train\surprise\Training_71849638.jpg,6
2939,train\happy\Training_82344743.jpg,3
3746,train\happy\Training_93247558.jpg,3
7692,train\surprise\Training_93981745.jpg,6
4989,train\neutral\Training_92120317.jpg,4
1472,train\fear\Training_76785005.jpg,2
6303,train\sad\Training_91624384.jpg,5
4392,train\neutral\Training_80247600.jpg,4
6818,train\surprise\Training_67077327.jpg,6
7411,train\surprise\Training_85069128.jpg,6
4270,train\neutral\Training_77941569.jpg,4
7062,train\surprise\Training_73855584.jpg,6
2702,train\happy\Training_79044136.jpg,3
1422,train\fear\Training_75591451.jpg,2
2444,train\fear\Training_99950628.jpg,2
2189,train\fear\Training_93976735.jpg,2
2650,train\happy\Training_78255809.jpg,3
425,train\angry\Training_91092219.jpg,0
1219,train\disgust\Training_73889032.jpg,1
2133,train\fear\Training_92795472.jpg,2
717,train\angry\Training_97883881.jpg,0
2334,train\fear\Training_97521004.jpg,2
7771,train\surprise\Training_96765430.jpg,6
481,train\angry\Training_92664024.jpg,0
6397,train\sad\Training_93837414.jpg,5
1540,train\fear\Training_78201389.jpg,2
5060,train\neutral\Training_93561071.jpg,4
7234,train\surprise\Training_79008214.jpg,6
891,train\disgust\PublicTest_49034123.jpg,1
4363,train\neutral\Training_79536490.jpg,4
450,train\angry\Training_91868621.jpg,0
4604,train\neutral\Training_84685184.jpg,4
7211,train\surprise\Training_78054020.jpg,6
5381,train\neutral\Training_99959472.jpg,4
4699,train\neutral\Training_86279124.jpg,4
1436,train\fear\Training_75993265.jpg,2
3312,train\happy\Training_87443954.jpg,3
5729,train\sad\Training_79348405.jpg,5
3608,train\happy\Training_91406390.jpg,3
1852,train\fear\Training_85912881.jpg,2
3941,train\happy\Training_96023813.jpg,3
7516,train\surprise\Training_88374639.jpg,6
5230,train\neutral\Training_96980983.jpg,4
2488,train\happy\Training_76258078.jpg,3
2986,train\happy\Training_83133712.jpg,3
2367,train\fear\Training_98361271.jpg,2
1363,train\fear\Training_74201940.jpg,2
3035,train\happy\Training_83776841.jpg,3
5206,train\neutral\Training_96429554.jpg,4
3837,train\happy\Training_94517827.jpg,3
6668,train\sad\Training_99365508.jpg,5
2144,train\fear\Training_93032276.jpg,2
6499,train\sad\Training_95873842.jpg,5
706,train\angry\Training_97663706.jpg,0
142,train\angry\Training_83969857.jpg,0
5056,train\neutral\Training_93415231.jpg,4
1266,train\disgust\Training_81628519.jpg,1
5846,train\sad\Training_81562305.jpg,5
1066,train\disgust\Training_41474720.jpg,1
4106,train\happy\Training_98360818.jpg,3
3878,train\happy\Training_95151390.jpg,3
6167,train\sad\Training_88521181.jpg,5
53,train\angry\Training_81590567.jpg,0
5572,train\sad\Training_75981229.jpg,5
3127,train\happy\Training_85105543.jpg,3
4648,train\neutral\Training_85383593.jpg,4
2572,train\happy\Training_77295599.jpg,3
1218,train\disgust\Training_7383909.jpg,1
4406,train\neutral\Training_80524264.jpg,4
5243,train\neutral\Training_97237468.jpg,4
882,train\disgust\PublicTest_35686619.jpg,1
3518,train\happy\Training_90274698.jpg,3
2859,train\happy\Training_81111187.jpg,3
5938,train\sad\Training_83751865.jpg,5
6701,train\surprise\Training_63558616.jpg,6
4597,train\neutral\Training_84582680.jpg,4
6299,train\sad\Training_91489181.jpg,5
2237,train\fear\Training_95010671.jpg,2
6410,train\sad\Training_94113647.jpg,5
5180,train\neutral\Training_95832106.jpg,4
3238,train\happy\Training_86491899.jpg,3
4360,train\neutral\Training_79459125.jpg,4
5351,train\neutral\Training_99266316.jpg,4
2870,train\happy\Training_81294845.jpg,3
5373,train\neutral\Training_99768823.jpg,4
4926,train\neutral\Training_91019237.jpg,4
7092,train\surprise\Training_74757866.jpg,6
5735,train\sad\Training_79422885.jpg,5
5370,train\neutral\Training_99746769.jpg,4
2587,train\happy\Training_77423051.jpg,3
224,train\angry\Training_85955324.jpg,0
7420,train\surprise\Training_85169573.jpg,6
2756,train\happy\Training_79769038.jpg,3
844,train\disgust\PrivateTest_6783917.jpg,1
4463,train\neutral\Training_81715277.jpg,4
7789,train\surprise\Training_97427552.jpg,6
1501,train\fear\Training_77489990.jpg,2
5714,train\sad\Training_79079382.jpg,5
2670,train\happy\Training_78558031.jpg,3
4220,train\neutral\Training_76920590.jpg,4
3286,train\happy\Training_87078172.jpg,3
2791,train\happy\Training_80132563.jpg,3
6885,train\surprise\Training_68561658.jpg,6
